CustomerID,Name,Email,Phone,Address,Gender,CustomerSegment,FavoriteCategory,Age,TotalSpend,NumberOfPurchases,SupportTickets,IsChurned,LastLoginDate
C180,Elizabeth Marks,birdhunter@hill.com,(952)812-0263x2480,712 Shane Keys,Male,Premium,Home,19,2424.27,17,4,1,2025-04-29
C181,Ryan Garza,ochurch@brown-rodriguez.net,5566414347,860 Taylor Common Apt. 289,Male,Standard,Electronics,26,1541.21,21,5,0,2025-03-06
C182,John Roberts,lori45@garrison-frank.com,(432)113-4367x4041,1805 Liu Fords Apt. 676,Male,Standard,Home,30,2785.21,4,4,1,2025-04-24
C183,Benjamin Woods,victoria95@yahoo.com,001-344-983-3508x25768,495 Romero Stravenue,Female,Basic,Fashion,27,307.15,13,3,1,2025-03-20
C184,Angela Williams,emiller@petty.org,695.778.1264x53142,604 Ramirez Junction Apt. 684,Male,Premium,Home,63,270.9,12,5,0,2025-04-02
C185,Jason Chan,russellvirginia@yahoo.com,3408713127,552 Ryan Parks,Female,Premium,Sports,63,2435.39,9,1,1,2025-04-11
C186,Nathaniel Fuentes,maywhitney@yahoo.com,+1-718-821-4836x77620,6737 Taylor Fords Apt. 748,Male,Standard,Fashion,40,847.67,9,1,0,2025-03-31
C187,Andrew Tucker,loriortega@gmail.com,5860368656,152 Donald Key Suite 980,Female,Standard,Home,25,1879.48,15,5,1,2025-03-07
C188,Ashley Black,christopherbooth@holmes-marshall.org,899.692.6073x5589,232 Wilson Tunnel Suite 156,Male,Basic,Home,27,377.64,13,0,1,2025-04-01
C189,Katrina Ellison,lampaul@gmail.com,001-350-510-9483x951,564 Michael Centers Apt. 408,Male,Basic,Electronics,31,839.74,24,3,1,2025-03-31
C190,Stephanie Adams,rebecca42@mcclain-rodriguez.com,+1-054-778-1172x0411,3497 Huerta Fords Apt. 120,Female,Premium,Fashion,24,2162.75,9,1,1,2025-03-18
C191,Kimberly Weaver,josephmcdowell@murphy.com,(603)725-1706x45728,19614 Jessica Mall Apt. 205,Male,Premium,Fashion,54,285.56,16,2,1,2025-03-29
C192,Roger Mccullough,christopher43@yahoo.com,001-288-592-4027x7254,7140 Tammy Flat,Male,Premium,Electronics,49,2102.72,11,0,0,2025-04-04
C193,Aaron Joseph,larryjackson@yahoo.com,244.859.4667,7433 Keith Divide Apt. 981,Male,Premium,Fashion,27,2858.88,28,1,0,2025-04-26
C194,Tiffany Martin,umiller@yahoo.com,810.278.9489x746,032 Mary Lights Apt. 728,Male,Standard,Electronics,19,1698.15,15,0,1,2025-03-24
C195,Gary Rodriguez,qchandler@gardner.net,125-654-3485,0072 Kenneth Parkways Suite 796,Male,Standard,Sports,30,2690.52,2,4,1,2025-04-19
C196,Christopher Curry,arthurprice@zimmerman-banks.com,262-606-6873,78405 Anthony Ports Apt. 557,Male,Standard,Sports,62,1188.7,16,4,0,2025-04-19
C197,Aaron Calderon,christophergreene@lewis.com,830-788-9379x21802,114 Jacob Groves,Male,Standard,Fashion,34,2463.01,12,5,1,2025-04-22
C198,Cameron Simpson,susanwallace@cook.biz,372-333-7662x3349,812 Phyllis Extensions,Male,Standard,Electronics,49,1020.76,7,4,1,2025-03-29
C199,Alex Carter,jessesilva@rivera-deleon.biz,531.804.3676,59141 Porter Avenue,Male,Basic,Fashion,64,1953.26,17,4,0,2025-03-10
C200,Heather Roberts,leelinda@lopez-wilson.com,1060510348,74599 Palmer Motorway Suite 828,Female,Standard,Fashion,52,194.3,1,1,1,2025-04-20
C201,Shawn Wells,davidgarcia@martinez.com,9358776165,7985 Gallegos View,Female,Standard,Home,63,2507.25,4,0,0,2025-03-31
C202,Rebecca Smith,wagnerchristopher@yahoo.com,707-164-0635,3926 Michelle Street Apt. 713,Female,Premium,Sports,37,2720.27,23,2,1,2025-03-23
C203,Matthew Wilcox,krystalrobinson@hernandez.com,199.385.2200,407 Micheal Plain Suite 204,Male,Premium,Sports,24,2511.37,7,4,0,2025-03-27
C204,Kimberly Thornton,kyle62@watkins-bolton.com,059.187.0706x483,656 William Burgs,Male,Premium,Sports,46,471.31,30,1,1,2025-04-09
C205,Cameron Simpson,christopher87@short-mccormick.com,712-226-0866x68519,859 Brianna Creek Suite 345,Male,Standard,Electronics,56,2973.47,24,4,1,2025-03-25
C206,Ralph Turner,courtney50@orr.org,001-847-348-0741x80958,2931 Shepard Field,Female,Premium,Sports,51,1143.78,15,3,1,2025-04-14
C207,Jacob Patel,bassjessica@waters.com,4898894910,27095 Alyssa Passage Suite 022,Female,Standard,Electronics,61,2992.73,4,4,0,2025-04-02
C208,Shannon Webster,bradmartinez@olson.com,+1-359-982-7226,3214 Cline Crossroad Suite 833,Female,Standard,Electronics,65,1338.61,5,4,0,2025-04-07
C209,Sabrina Noble,melindachristensen@gmail.com,+1-813-120-3317,585 Patterson Rest,Female,Premium,Sports,19,1999.64,14,5,1,2025-04-10
C210,Robert Wise,crystalgordon@gmail.com,+1-731-938-3931x3370,2268 Mendez Route,Female,Standard,Fashion,21,1060.29,27,5,0,2025-04-02
C211,Carl Clark,kevin03@mercer.biz,+1-776-052-5185,79782 Lewis Plaza,Male,Basic,Fashion,35,758.18,10,1,1,2025-04-28
C212,Alejandra James,nicholas56@yahoo.com,713-710-4433x759,5977 Wright Meadows Suite 078,Male,Basic,Electronics,24,1613.31,17,4,1,2025-03-28
C213,Nicole Todd,dcampbell@hotmail.com,998-505-6529x12746,104 Edward Fort,Male,Premium,Sports,21,2197.32,10,4,0,2025-04-29
C214,Joann Morales,kaylablevins@gmail.com,684-836-7967,74648 Ellison Heights Suite 810,Male,Standard,Home,56,1137.9,3,0,1,2025-04-19
C215,Amy Chandler,colejohnson@stewart.org,(362)713-7418x9813,32959 Danielle Shoal,Male,Premium,Fashion,41,1897.82,9,5,1,2025-03-08
C216,Mr. William Sharp DDS,melissaanderson@garcia.com,359.725.9768,882 Kayla Groves Apt. 225,Female,Premium,Electronics,59,2546.24,12,2,0,2025-04-27
C217,Christine Lopez,brendaanderson@gmail.com,(978)147-9647x08573,31919 Thomas Falls,Male,Premium,Home,39,2221.51,10,5,0,2025-04-08
C218,Krista Krause,deanna89@jackson.info,(726)929-0255,83093 Gonzalez Locks,Male,Basic,Fashion,49,1857.75,2,5,0,2025-04-21
C219,Alexis Schultz,vbates@yahoo.com,+1-473-485-8704,6034 Zachary Mount Apt. 361,Male,Basic,Electronics,19,472.15,4,5,1,2025-04-15
C220,Michael Wilson,sburke@gmail.com,(248)834-6577x87094,2865 Julie Courts,Male,Standard,Home,28,2001.74,24,3,0,2025-03-04
C221,Katherine Harrison,hboyle@hotmail.com,295-440-6605x25494,78334 Bradley Mountains Apt. 281,Female,Basic,Electronics,42,2331.15,12,5,1,2025-03-29
C222,Thomas Melendez,obates@gmail.com,4390977598,58495 Janice Canyon Suite 975,Female,Standard,Electronics,65,1888.48,3,0,0,2025-03-24
C223,Mark Hancock,fwebb@mckinney.net,+1-526-016-7879x01238,10256 Rubio Club Suite 208,Female,Basic,Sports,38,2885.65,2,4,0,2025-03-28
C224,John Anthony,aparks@hotmail.com,739.073.2196,933 Roberts Springs,Male,Standard,Home,40,2751.65,23,2,1,2025-03-23
C225,Jason Orr,merrittjasmine@yahoo.com,+1-132-292-0495x042,60362 Smith Well Suite 048,Female,Premium,Electronics,29,2493.08,30,3,0,2025-03-07
C226,Wendy Payne,tracyhuff@sosa.com,+1-596-593-7120x020,851 John Alley,Female,Premium,Electronics,26,1377.02,19,4,0,2025-04-20
C227,Martin Wheeler,tammy73@yahoo.com,(286)195-6721x6206,4328 Garcia Avenue Suite 931,Male,Premium,Sports,27,1757.37,14,0,0,2025-04-14
C228,Danny Galvan,gregory92@marsh-moore.com,127-687-2800x471,97979 Trevor Trail Apt. 501,Male,Standard,Fashion,52,1445.05,22,2,1,2025-03-12
C229,Ashley Fernandez,amanda72@patel.org,(404)331-0814x4579,88421 Jared Gardens,Female,Standard,Home,37,1458.82,17,0,0,2025-03-22
C230,Joshua Fisher,ktran@hotmail.com,496-054-6760,70024 Walker Isle Suite 149,Female,Standard,Fashion,38,655.35,27,3,0,2025-03-17
C231,Crystal Daniel,brianwoodard@brown-turner.info,708-118-6747x3840,1738 Melissa Drive,Male,Premium,Fashion,23,1808.72,13,4,1,2025-03-25
C232,Matthew Newton,qarmstrong@johnson.com,646.511.4590,5814 Thomas Key,Female,Standard,Sports,51,492.99,20,4,1,2025-03-17
C233,David Peck,rebeccathompson@thomas.net,428-812-5677x2242,5846 Matthew Plain Suite 936,Male,Standard,Home,56,1156.72,30,2,1,2025-04-11
C234,Edgar Perkins,keith81@gmail.com,001-383-180-4168x31845,756 John Springs Suite 863,Female,Standard,Fashion,50,1024.49,14,5,1,2025-03-31
C235,Connie Logan,jenniferkemp@hotmail.com,+1-539-859-7019x0714,4960 Mike Union,Female,Premium,Home,35,1845.36,8,5,1,2025-03-21
C236,Christina Reese,ramirezjoanna@yahoo.com,+1-897-198-5837x2051,6689 Duke Ports Suite 333,Female,Basic,Fashion,43,1076.19,25,3,0,2025-03-23
C237,Diana Hansen,adamvelazquez@thomas-wallace.com,(706)442-7859x69594,4645 Barton Union,Female,Standard,Fashion,60,2557.47,16,1,0,2025-04-04
C238,Mrs. Stacy Marsh,bhutchinson@rivera.com,001-736-192-2356x8374,7410 Anthony Stream,Male,Basic,Electronics,47,2412.76,10,3,1,2025-03-17
C239,Amanda Davis,elizabethpitts@hotmail.com,+1-871-975-7600,681 Parker Streets Suite 321,Male,Premium,Sports,32,2745.65,11,1,1,2025-03-15
C240,Evan Morse,eileen48@coffey.com,604.509.1911x0176,233 Hudson Stream,Female,Premium,Electronics,54,1182.04,12,0,1,2025-04-15
C241,Troy Dennis,mark07@hotmail.com,+1-470-064-2358x7141,251 David Green Apt. 989,Male,Standard,Fashion,21,1321.14,10,2,1,2025-04-20
C242,Brian Dixon,lbright@williamson.com,245-569-1494,25670 Miller Fall Suite 856,Female,Basic,Sports,53,290.92,8,0,1,2025-03-15
C243,Jennifer Lawrence,kylescott@gmail.com,996.696.0230,5797 Gray Underpass Suite 263,Male,Premium,Electronics,31,1877.28,15,1,0,2025-03-11
C244,Shaun Carey,nancyjohnson@wright.org,+1-207-462-3563x7540,397 Debbie Crossing,Male,Standard,Fashion,34,2425.41,29,5,1,2025-04-23
C245,Stephanie Brown,cfrank@hotmail.com,+1-654-811-3607x24278,6572 Washington Avenue,Female,Standard,Fashion,27,673.86,28,2,1,2025-04-08
C246,Patrick Gonzalez,alexandrapierce@yahoo.com,001-403-921-7748,7471 Huerta Mountain Apt. 334,Female,Standard,Home,37,1078.32,18,1,1,2025-04-27
C247,Erik Gilbert,zortiz@fleming.net,201.079.9156,828 Charles Ramp Suite 779,Male,Basic,Sports,18,2652.67,18,3,0,2025-03-15
C248,Michael Alexander,richard44@murphy-wallace.com,001-251-078-9124x852,92651 Dennis View,Female,Basic,Sports,39,2933.95,3,1,1,2025-03-23
C249,Jordan Willis,jeffrey22@hotmail.com,001-009-218-4273x2006,82075 Matthew Turnpike,Female,Basic,Electronics,58,2662.11,20,3,1,2025-03-27
C250,Samantha Alvarez,anthony20@hotmail.com,3972460578,35390 Ryan Spur,Male,Premium,Electronics,63,1829.32,19,1,0,2025-04-09
C251,Kelly Wolf,lisa29@yahoo.com,660-015-9138,268 Seth Meadows,Male,Basic,Home,54,343.38,1,4,0,2025-03-31
C252,Brandon Wilson,michaelthompson@yahoo.com,338-188-2884,04178 Forbes Inlet Apt. 973,Female,Standard,Sports,62,2208.65,17,2,1,2025-03-14
C253,Michael Brooks,emartinez@delgado.com,(440)933-0055,896 Jonathan Radial,Female,Premium,Home,45,446.13,8,2,1,2025-04-05
C254,Melissa Baird,rachelmcknight@gmail.com,(279)753-3651,4948 Nancy Wells,Male,Basic,Sports,22,437.71,25,1,1,2025-03-22
C255,Joyce Wilson,stephanie20@yahoo.com,291.148.1010,5463 James Greens,Male,Premium,Sports,60,1379.04,30,1,0,2025-03-30
C256,Gary Evans,schristian@gmail.com,+1-867-767-5559,20727 Daugherty Coves,Male,Premium,Sports,38,2712.4,1,3,1,2025-04-08
C257,Mathew Randolph,anna95@yahoo.com,3855670552,298 Dana Island,Female,Basic,Electronics,26,1090.75,9,0,1,2025-04-16
C258,Rachel Hernandez,karenmassey@gmail.com,425-571-5724x112,4010 Callahan Gardens Apt. 225,Male,Standard,Electronics,44,2769.02,17,2,1,2025-03-01
C259,Patricia Smith,ehoffman@hotmail.com,+1-312-626-9804,9243 Benjamin Avenue Suite 570,Female,Basic,Fashion,42,1391.74,16,2,0,2025-03-30
C260,Richard Miller,brenda70@yahoo.com,331-266-4200,91547 Hansen Pass,Female,Basic,Home,30,2487.32,10,5,0,2025-04-11
C261,Bruce Gilmore,smithdavid@gmail.com,846.950.4642,491 Nichols Junction Suite 918,Female,Standard,Fashion,32,274.73,24,2,1,2025-03-02
C262,Stacy Jones,bowensusan@yahoo.com,(906)881-0074,6613 Fox Circles Apt. 570,Female,Premium,Electronics,62,2876.41,7,2,1,2025-04-06
C263,Joshua Curry,lisachang@figueroa.biz,001-692-846-7779,084 Carolyn Ford Suite 535,Female,Premium,Sports,18,2963.57,22,2,0,2025-03-01
C264,Stephanie Cooper,andersonbrandi@smith.org,344.842.1858,53514 Cox Track,Female,Premium,Home,20,989.78,3,0,1,2025-04-11
C265,David Moore,mark33@weber-daniels.net,+1-747-143-0382,29865 Michael Lock,Male,Premium,Electronics,62,1828.4,16,4,0,2025-03-09
C266,Kenneth Cook,watsonrebecca@yahoo.com,(542)963-7708x7898,6936 Deborah Canyon Suite 021,Female,Standard,Home,42,1609.83,6,2,1,2025-03-31
C267,Scott Reyes,larsonkevin@hotmail.com,778.789.0494,598 Price Cape,Female,Standard,Electronics,22,2216.25,28,2,1,2025-04-06
C268,Janice Martin,brandonlambert@rodgers-boone.net,5580129637,2585 Christine Track,Female,Standard,Home,26,1731.51,20,4,0,2025-04-23
C269,John Copeland,michellenorman@yahoo.com,(160)919-5430,68709 Christopher Turnpike,Male,Standard,Fashion,37,2733.58,15,1,0,2025-04-09
C270,Devon Carey,hharris@hotmail.com,(236)617-1597,853 Silva Stravenue Suite 519,Female,Basic,Electronics,36,2757.86,15,4,0,2025-03-21
C271,Joseph Scott,cdaniel@young-pratt.com,+1-996-595-6257x120,028 Martin Plaza,Male,Standard,Fashion,61,2390.86,9,5,1,2025-04-27
C272,Anthony Decker,lopezadam@green-nicholson.info,805-924-5806,98304 Martinez Summit Suite 443,Female,Premium,Sports,47,993.46,21,0,1,2025-03-03
C273,Diane Reed,russellcrystal@gmail.com,305-284-4685,489 Carla Brooks,Female,Standard,Fashion,54,1181.72,11,2,1,2025-04-14
C274,Edward Small,cynthiaweiss@harris-jackson.com,(761)398-6233x23631,736 Juarez Radial,Female,Standard,Sports,33,2756.63,25,4,0,2025-04-29
C275,Daniel Oneal,xshah@gmail.com,602.734.6960,72706 Dawn Mission Suite 303,Male,Premium,Home,22,1272.06,2,5,1,2025-03-28
C276,Heidi Perkins,jillian23@hotmail.com,(282)348-2325,6600 Mary Expressway Apt. 793,Female,Premium,Electronics,21,1474.7,18,5,0,2025-03-24
C277,Catherine White,houseluis@casey-york.com,(474)044-0845,9378 April Crescent,Female,Basic,Electronics,31,1826.95,14,4,0,2025-03-10
C278,Marvin Christensen,stephen43@thomas.net,028-288-5599,338 Murphy Vista,Male,Basic,Sports,65,1785.04,4,0,1,2025-03-22
C279,Robert Williams,jonathan63@yahoo.com,+1-773-238-6071,9054 Jenkins Points,Female,Basic,Sports,31,2572.46,21,4,0,2025-03-02
C280,Christopher Anderson,cheryl13@gmail.com,(333)283-5881x50342,4590 Courtney Drive,Male,Basic,Fashion,58,2805.0,6,4,0,2025-03-08
C281,Brian Boyle,michael73@yahoo.com,935.063.0550,937 Maria Brook,Male,Standard,Home,62,1567.18,12,0,0,2025-04-16
C282,Anthony Sanchez,lcraig@hotmail.com,265-432-5455x893,47333 Hughes Camp,Female,Premium,Electronics,19,2788.28,14,0,1,2025-04-16
C283,Bethany Rivera,moorekathryn@logan.com,488-550-5824x4595,22076 Stephanie Drive,Male,Standard,Fashion,22,734.26,4,1,1,2025-04-17
C284,Erin Gallegos,williamschloe@gmail.com,9679145616,5439 Skinner Ways,Male,Premium,Home,42,762.14,17,0,0,2025-03-05
C285,Jessica Clark,nicolejohnson@adkins.com,(535)777-5420x3011,120 Massey Vista,Female,Standard,Sports,50,2148.82,9,2,0,2025-04-24
C286,Louis French,perrybrenda@hotmail.com,(432)673-7752x7856,722 Steven Views Suite 522,Female,Basic,Home,36,677.31,21,5,1,2025-03-24
C287,Charles Howell,hsellers@ware-rodriguez.com,(930)507-3634,122 Glen Inlet,Male,Standard,Home,41,2012.14,17,5,0,2025-03-26
C288,Chelsea Pope,dicksonchristina@yahoo.com,(265)368-1851,18711 Andrew Trail Apt. 136,Female,Standard,Home,24,1321.13,10,2,0,2025-04-05
C289,James Taylor,bmartinez@mejia.com,233-073-6395x34268,53166 Casey Summit,Male,Basic,Home,33,2557.75,3,4,0,2025-04-29
C290,Maria Mckenzie,wsmith@lewis-howard.info,394-184-7196,420 Melanie Fall Apt. 933,Male,Standard,Home,22,2531.87,20,0,0,2025-03-28
C291,Jodi Allen,margaret59@lawrence.biz,646-157-5145x9506,465 Dennis Locks,Male,Premium,Electronics,48,1082.33,28,4,1,2025-04-12
C292,Kevin Wilson,gomezelizabeth@gmail.com,906-369-8575x927,307 Rodriguez Harbors,Female,Basic,Sports,22,763.96,27,5,1,2025-03-20
C293,Brittany Bailey,abailey@yahoo.com,001-653-244-1492x801,337 Grant Camp,Female,Standard,Sports,65,248.01,5,4,0,2025-04-04
C294,Melissa Hoffman,meagandillon@gmail.com,030-850-0704x888,80604 David Islands Apt. 838,Male,Basic,Home,58,263.1,24,5,1,2025-04-08
C295,Troy Dixon,warrenwhitney@yahoo.com,6209803378,35453 Benjamin Overpass,Male,Premium,Sports,34,2619.86,14,2,0,2025-03-13
C296,Matthew Parsons,jamiebaker@luna-orozco.com,+1-322-490-7978,4155 Pierce Keys,Female,Standard,Electronics,50,1278.97,8,0,1,2025-03-16
C297,Michelle Haas,fernandezkristina@christian-calderon.com,781.249.8304x62338,27803 Johnson Mountain,Female,Standard,Fashion,54,2042.34,12,1,0,2025-04-11
C298,Susan White,anthony44@gmail.com,9719646891,1787 James Ramp,Female,Premium,Electronics,33,1126.38,7,2,1,2025-04-06
C299,David Mcdonald MD,cynthia79@gmail.com,001-114-951-6787x6775,551 Chandler Forest,Male,Premium,Home,65,753.48,12,3,1,2025-03-08
C300,Gregory Cook,jerry51@hotmail.com,500.371.8952x18383,78161 Michelle Mission Suite 810,Male,Premium,Fashion,37,2959.46,17,1,1,2025-03-26
C301,David Mayo,annette18@buchanan-alvarado.biz,001-753-129-0324x3076,7425 John Prairie Suite 550,Female,Standard,Electronics,25,502.15,8,1,0,2025-03-22
C302,Tiffany Mendoza,adrianford@gmail.com,3150343627,6919 Phillips Gardens,Female,Basic,Sports,62,267.91,29,0,0,2025-03-11
C303,Lisa Johnson,alexanderwilliams@reynolds.org,(912)129-3378,39807 Hanson Center Suite 345,Male,Basic,Fashion,59,2923.79,4,3,1,2025-04-26
C304,Aaron Espinoza,kramirez@reeves.com,+1-131-895-2367x480,79670 Contreras Crossroad,Female,Standard,Home,30,2781.91,22,3,1,2025-04-08
C305,Lauren Martinez,yvelez@hotmail.com,001-145-843-3707,414 Carroll Pass,Male,Basic,Sports,24,2201.35,25,0,0,2025-03-18
C306,Shawn Stewart,randy17@wilson.com,959-587-8851,3334 Powell Groves,Female,Standard,Fashion,36,176.73,11,5,0,2025-03-27
C307,Ian Curtis,stephen23@webb.net,+1-125-483-8005,015 Matthew Knolls Apt. 648,Male,Standard,Electronics,30,1453.06,7,3,1,2025-04-12
C308,Scott Horton,christinasawyer@willis.com,956-357-5855,934 Denise Lodge,Male,Premium,Electronics,50,2687.16,28,3,0,2025-04-27
C309,Lindsey Barber,singletonvictoria@hotmail.com,+1-541-121-5834x52294,23945 Brandt Rapid Suite 988,Male,Basic,Home,63,155.49,28,5,1,2025-04-22
C310,Jessica Cruz,pcooper@johnson.net,(426)941-4242x7129,010 Moran Trace Suite 103,Female,Basic,Home,40,1139.65,17,4,1,2025-03-02
C311,Rebecca Jimenez,acox@williams.com,+1-571-867-8672x131,229 Simon Valleys Apt. 111,Male,Basic,Sports,20,538.6,7,2,1,2025-04-05
C312,Joshua Tapia,ballardryan@vaughn.info,+1-167-923-6921x110,131 Anna Road,Male,Premium,Home,47,2797.25,6,2,1,2025-04-07
C313,Heather Johnson,judy86@boyd.info,001-636-794-6933x358,75257 Joe Forks,Male,Basic,Sports,58,132.08,6,2,0,2025-04-01
C314,Mark Chapman,courtney17@berry.net,001-540-724-3938x05139,614 Angela Park Apt. 303,Male,Standard,Fashion,64,1028.41,24,4,0,2025-04-20
C315,David Cuevas,jon46@hotmail.com,596.918.6817,303 Brandon Branch,Female,Standard,Electronics,65,2121.25,23,0,1,2025-03-09
C316,Mr. Roberto Mcintosh,timothy32@powers.com,001-588-807-4138,9570 Christopher Rapid,Female,Premium,Sports,32,1202.18,30,4,1,2025-04-17
C317,Melissa Parker,jacksonsharon@yahoo.com,001-188-650-6461x36894,441 Joseph Inlet Apt. 580,Female,Basic,Electronics,59,2740.53,17,1,0,2025-03-27
C318,William Aguirre,hballard@saunders-reyes.com,(783)114-6917,3254 Miller Ridge,Female,Basic,Sports,32,2264.46,5,3,0,2025-04-20
C319,Shannon Murphy,ashleystone@yahoo.com,280.978.3271x3244,48380 David Rapid,Female,Basic,Electronics,18,1165.78,22,2,1,2025-03-19
C320,John Estes,tzimmerman@yahoo.com,(278)440-9517x405,69831 Rebecca Cliff,Female,Standard,Electronics,26,2674.25,6,3,0,2025-03-05
C321,Angela Edwards,krichardson@hotmail.com,188.100.1526,464 Miller Path Apt. 505,Male,Premium,Sports,21,1295.15,27,0,1,2025-04-27
C322,Anne Reed,brittany89@lester.com,272.731.1745x88013,180 Thompson Corner,Male,Premium,Home,65,2343.8,23,1,0,2025-04-15
C323,Angela Johnson,david70@yahoo.com,(952)371-6501,808 Walker Club,Male,Basic,Electronics,59,939.8,13,4,0,2025-03-09
C324,Pamela Bailey,zsavage@scott-collins.biz,001-385-626-2610x432,812 Jared Creek Suite 264,Male,Premium,Fashion,65,969.37,24,0,0,2025-04-20
C325,Ashley Perry,jakekennedy@woods-foster.info,591-790-5002x2190,554 Smith Pine,Male,Basic,Home,39,2298.19,25,1,0,2025-04-16
C326,Adrian Joyce,hfreeman@brown.net,+1-007-400-1007,095 Natalie Pass,Female,Basic,Electronics,41,795.01,11,0,1,2025-03-24
C327,Kyle Collins,samueljohnson@hotmail.com,482-361-4553,49160 Arroyo Land,Male,Premium,Sports,61,1659.44,19,4,0,2025-03-13
C328,Gabriel Hernandez,eduardoharper@hotmail.com,001-915-758-9506x8031,91782 Tanner Pass Suite 050,Female,Standard,Fashion,63,988.02,28,4,1,2025-03-12
C329,Kathleen Stone,andrew58@hotmail.com,472-673-4271,91482 Philip Road,Male,Premium,Fashion,57,1664.0,20,5,0,2025-03-04
C330,Bruce Reed,wangdawn@marshall.com,224-303-5467x359,84129 Joyce Shoal,Male,Premium,Fashion,56,1267.7,4,3,1,2025-03-12
C331,Carol Wade,uleonard@dixon-robertson.biz,001-077-360-3804x381,536 King Trace,Male,Premium,Electronics,50,154.75,23,2,0,2025-03-23
C332,Michael Nichols,mbutler@yahoo.com,515-910-0103x263,08529 Angel Meadow,Female,Premium,Sports,31,2575.42,11,3,0,2025-03-10
C333,Monica Mccullough,jmoore@farmer.org,(571)576-5763,179 Robinson Spur Apt. 126,Female,Basic,Home,24,2967.54,24,1,1,2025-03-03
C334,Brandon Marks,stephaniemueller@hotmail.com,(835)408-8423,19174 Smith Well Apt. 050,Female,Standard,Electronics,64,1165.89,1,4,0,2025-03-02
C335,Jonathan Flynn,jimmy10@hebert-green.net,522-242-6827,97477 Austin Lake,Female,Basic,Fashion,52,2328.37,10,1,0,2025-03-04
C336,Doris Robinson,saguilar@foster.com,(950)055-7421x2389,6531 Reid Mountain,Male,Basic,Sports,48,2292.52,18,3,1,2025-03-22
C337,Barbara Lewis,brenda05@holland.com,(913)085-1526x541,4534 Huang Views,Female,Basic,Electronics,24,150.99,24,3,1,2025-03-19
C338,David Wise,garyjones@hotmail.com,+1-881-019-2740x604,5919 Colleen Ville Suite 378,Male,Standard,Electronics,41,2446.35,18,5,1,2025-03-17
C339,Kelli Nelson,william29@reynolds-clark.info,+1-800-353-8127,05188 Johns Burgs Apt. 200,Male,Premium,Home,30,337.52,22,5,0,2025-04-15
C340,Michelle Garrett,kevinward@yates.com,882.142.3771x35071,79773 Cassandra Port Apt. 883,Male,Basic,Electronics,28,480.6,10,1,0,2025-04-20
C341,Samantha Martin,hmack@yahoo.com,001-540-091-2467x465,7441 Ward Harbor,Male,Standard,Fashion,22,2911.77,26,1,1,2025-04-11
C342,Kevin Williams,ysmith@gmail.com,+1-572-285-3577x19870,905 Vargas Mission Apt. 481,Male,Basic,Home,51,113.29,15,4,0,2025-04-29
C343,Chelsea Mullen,johnpetersen@hotmail.com,(705)164-9778x051,43622 Nelson Ridges,Female,Basic,Home,56,535.58,11,5,0,2025-04-24
C344,Mark Mullins,emilyhartman@yahoo.com,+1-124-661-7072x03959,1900 Johnson Ways,Female,Premium,Fashion,54,112.73,16,5,1,2025-04-14
C345,Elizabeth Page,ronald36@yahoo.com,608.848.7691x204,356 David Loop Apt. 846,Female,Premium,Sports,64,2012.87,26,3,0,2025-04-09
C346,Jasmine Lewis,frank58@smith.com,479-803-0738,365 Nicholas Points,Male,Basic,Home,43,2673.04,8,3,0,2025-04-21
C347,Cynthia Armstrong,snguyen@short.com,331.965.9228x39584,314 Elaine Manor Suite 721,Female,Premium,Home,49,2473.67,23,1,1,2025-04-04
C348,Lisa Roy,glenn18@yahoo.com,306-581-5492x42855,61423 Matthew Canyon,Male,Standard,Fashion,38,640.93,24,5,1,2025-04-09
C349,Johnny Friedman,kimberly54@hotmail.com,(159)534-0583,224 Nicolas Plain,Male,Standard,Electronics,61,2589.95,7,2,1,2025-04-20
C350,Jeffrey Waller,benjaminsims@foster.com,477.221.5173,1593 Vanessa Village,Male,Basic,Home,46,1805.24,26,5,0,2025-03-11
C351,Linda Nguyen,allenelizabeth@gmail.com,(727)253-4987,4010 Crystal Villages Apt. 419,Female,Premium,Home,60,280.5,19,4,1,2025-03-07
C352,Lisa Novak,thomasmeredith@hotmail.com,467-260-3496x2319,57676 Danielle Circle Apt. 120,Female,Premium,Fashion,50,1773.24,2,4,0,2025-04-27
C353,Jesus West,samuel96@gmail.com,320-246-1085x617,1669 Gordon Extensions Suite 099,Female,Premium,Home,36,1592.56,29,4,0,2025-04-28
C354,Erik Mccann,cynthia67@yahoo.com,+1-996-856-1086x53009,91853 Foster Stream Apt. 748,Male,Basic,Sports,25,1743.2,21,0,0,2025-04-19
C355,Thomas Alexander,josephcruz@hotmail.com,785-845-1374,65301 Gallegos Lane Suite 756,Female,Basic,Electronics,50,1384.68,18,1,1,2025-04-09
C356,Anne Baker,qhamilton@yahoo.com,426-668-5115x98594,6266 Debra Mount,Male,Basic,Home,48,1782.49,5,4,0,2025-04-12
C357,Annette Forbes,dnolan@yahoo.com,001-315-301-2527x63601,664 Daniel Branch Suite 597,Male,Premium,Home,42,672.49,17,5,0,2025-03-23
C358,Paul Schneider,cassandragreene@hotmail.com,001-147-431-4052x4898,38957 Johnny Gateway Apt. 900,Female,Basic,Fashion,64,283.39,21,3,1,2025-03-14
C359,Natalie Mckenzie,ebass@yahoo.com,1707421836,355 Mcfarland Meadows,Female,Premium,Home,35,1588.45,6,3,1,2025-03-13
